           7 0 infected 645 at a distance of 0.068623
           9 0 infected 2 at a distance of 0.052052
          10 0 infected 730 at a distance of 0.033515
          10 645 infected 151 at a distance of 0.048878
          10 645 infected 641 at a distance of 0.118922
          13 0 infected 23 at a distance of 0.057303
          13 730 infected 558 at a distance of 0.139007
          14 558 recovered
          15 2 infected 640 at a distance of 0.021513
          15 645 infected 33 at a distance of 0.183431
          15 730 infected 640 at a distance of 0.012993
          16 23 infected 296 at a distance of 0.052024
          16 0 infected 304 at a distance of 0.085972
          16 151 infected 848 at a distance of 0.168336
          16 296 infected 375 at a distance of 0.033937
          16 296 infected 703 at a distance of 0.049883
          16 304 recovered
          17 151 infected 474 at a distance of 0.158954
          17 641 infected 0 at a distance of 0.060610
          17 640 infected 932 at a distance of 0.087836
          17 703 infected 595 at a distance of 0.145927
          17 848 infected 816 at a distance of 0.064870
          18 0 infected 516 at a distance of 0.174811
          18 595 infected 93 at a distance of 0.029147
          18 640 infected 72 at a distance of 0.109592
          18 848 infected 206 at a distance of 0.141642
          19 0 infected 329 at a distance of 0.103243
          19 2 recovered
          19 595 infected 983 at a distance of 0.241702
          19 848 infected 100 at a distance of 0.365937
          20 93 infected 329 at a distance of 0.019440
          20 375 infected 816 at a distance of 0.081621
          20 516 infected 408 at a distance of 0.063324
          20 645 infected 151 at a distance of 0.014781
          20 848 infected 190 at a distance of 0.157353
          20 983 infected 827 at a distance of 0.046438
          21 33 infected 270 at a distance of 0.080780
          21 23 infected 593 at a distance of 0.027184
          21 23 infected 625 at a distance of 0.175862
          21 206 infected 41 at a distance of 0.154146
          21 595 infected 42 at a distance of 0.024854
          21 625 infected 103 at a distance of 0.068455
          21 640 infected 830 at a distance of 0.185749
          21 703 infected 646 at a distance of 0.031473
          22 100 infected 136 at a distance of 0.022711
          22 100 infected 921 at a distance of 0.137223
          22 640 infected 205 at a distance of 0.045527
          22 827 infected 685 at a distance of 0.120631
          22 983 infected 538 at a distance of 0.010225
          23 93 infected 561 at a distance of 0.110738
          23 136 infected 143 at a distance of 0.118236
          23 595 infected 855 at a distance of 0.116449
          23 730 infected 251 at a distance of 0.093121
          23 816 infected 368 at a distance of 0.058494
          24 205 infected 286 at a distance of 0.136737
          24 251 infected 856 at a distance of 0.083763
          24 561 infected 229 at a distance of 0.156436
          24 625 infected 838 at a distance of 0.068605
          24 856 infected 571 at a distance of 0.097845
          24 921 infected 102 at a distance of 0.234915
          25 23 infected 109 at a distance of 0.147388
          25 136 infected 250 at a distance of 0.126520
          25 103 infected 721 at a distance of 0.044540
          25 151 recovered
          25 205 infected 816 at a distance of 0.138272
          25 206 infected 918 at a distance of 0.170175
          25 368 infected 856 at a distance of 0.092419
          25 408 infected 953 at a distance of 0.097676
          25 721 infected 249 at a distance of 0.061482
          25 816 infected 571 at a distance of 0.064806
          25 838 infected 961 at a distance of 0.044985
          25 961 infected 373 at a distance of 0.074537
          26 296 infected 13 at a distance of 0.163281
          26 229 infected 245 at a distance of 0.182196
          26 329 infected 229 at a distance of 0.080954
          26 408 infected 329 at a distance of 0.104336
          26 838 infected 134 at a distance of 0.073514
          26 827 infected 497 at a distance of 0.228858
          26 827 infected 578 at a distance of 0.110123
          26 838 infected 734 at a distance of 0.008778
          27 93 infected 469 at a distance of 0.155620
          27 190 infected 41 at a distance of 0.148893
          27 270 infected 74 at a distance of 0.080737
          27 206 infected 439 at a distance of 0.077614
          27 250 infected 790 at a distance of 0.041222
          27 206 recovered
          27 368 infected 88 at a distance of 0.096745
          27 375 infected 578 at a distance of 0.070784
          27 474 infected 77 at a distance of 0.050536
          27 848 recovered
          27 961 infected 134 at a distance of 0.043952
          27 918 recovered
          28 88 infected 32 at a distance of 0.066727
          28 190 infected 296 at a distance of 0.107583
          28 109 infected 393 at a distance of 0.285519
          28 205 infected 424 at a distance of 0.084522
          28 250 infected 790 at a distance of 0.029481
          28 329 infected 202 at a distance of 0.089380
          28 393 infected 852 at a distance of 0.043921
          28 593 infected 776 at a distance of 0.083204
          28 593 infected 961 at a distance of 0.079559
          28 640 infected 837 at a distance of 0.092385
          28 734 infected 562 at a distance of 0.234745
          28 932 infected 475 at a distance of 0.039569
          29 32 infected 26 at a distance of 0.079677
          29 88 infected 117 at a distance of 0.106924
          29 72 infected 414 at a distance of 0.020472
          29 42 infected 490 at a distance of 0.109336
          29 109 infected 694 at a distance of 0.211889
          29 245 infected 147 at a distance of 0.093523
          29 250 infected 172 at a distance of 0.089673
          29 296 infected 229 at a distance of 0.079960
          29 296 infected 357 at a distance of 0.193463
          29 250 infected 997 at a distance of 0.088098
          29 329 infected 375 at a distance of 0.128011
          29 373 infected 571 at a distance of 0.074361
          29 475 infected 34 at a distance of 0.047842
          29 490 infected 125 at a distance of 0.090072
          29 490 infected 284 at a distance of 0.013786
          29 414 infected 667 at a distance of 0.105107
          29 439 infected 686 at a distance of 0.108209
          29 595 infected 362 at a distance of 0.142341
          29 571 infected 807 at a distance of 0.113246
          29 641 infected 644 at a distance of 0.156223
          29 645 infected 654 at a distance of 0.211805
          29 694 infected 792 at a distance of 0.015874
          29 807 infected 238 at a distance of 0.036163
          29 855 infected 464 at a distance of 0.240875
          29 827 infected 472 at a distance of 0.132651
          29 855 infected 722 at a distance of 0.011768
          29 932 infected 620 at a distance of 0.063429
          30 23 infected 664 at a distance of 0.051059
          30 41 infected 751 at a distance of 0.173786
          30 134 infected 914 at a distance of 0.241676
          30 368 infected 705 at a distance of 0.100106
          30 375 recovered
          30 474 infected 37 at a distance of 0.009730
          30 472 infected 74 at a distance of 0.120748
          30 439 infected 206 at a distance of 0.070666
          30 408 infected 635 at a distance of 0.228480
          30 475 infected 773 at a distance of 0.099130
          30 578 infected 472 at a distance of 0.228679
          30 578 recovered
          30 686 infected 934 at a distance of 0.028307
          30 734 infected 101 at a distance of 0.003595
          30 730 infected 837 at a distance of 0.103010
          30 856 infected 414 at a distance of 0.142519
          30 953 infected 10 at a distance of 0.071374
          30 934 infected 373 at a distance of 0.114414
          31 34 infected 406 at a distance of 0.047723
          31 0 infected 645 at a distance of 0.069352
          31 32 recovered
          31 101 infected 94 at a distance of 0.060312
          31 101 infected 312 at a distance of 0.178220
          31 147 infected 527 at a distance of 0.068110
          31 125 infected 706 at a distance of 0.204431
          31 109 infected 893 at a distance of 0.229790
          31 329 infected 545 at a distance of 0.072824
          31 373 infected 667 at a distance of 0.044296
          31 368 infected 769 at a distance of 0.176285
          31 464 infected 368 at a distance of 0.098631
          31 439 infected 395 at a distance of 0.026641
          31 406 infected 475 at a distance of 0.065012
          31 497 infected 513 at a distance of 0.024773
          31 406 infected 561 at a distance of 0.128468
          31 571 infected 190 at a distance of 0.110849
          31 593 infected 705 at a distance of 0.083501
          31 545 infected 837 at a distance of 0.181377
          31 640 infected 305 at a distance of 0.077358
          31 686 infected 623 at a distance of 0.022889
          31 635 infected 744 at a distance of 0.133873
          31 703 infected 357 at a distance of 0.207120
          31 769 infected 460 at a distance of 0.190675
          31 744 infected 628 at a distance of 0.030686
          31 893 infected 41 at a distance of 0.007988
          31 816 infected 479 at a distance of 0.146767
          31 856 infected 561 at a distance of 0.177669
          31 893 infected 689 at a distance of 0.196550
          31 837 infected 777 at a distance of 0.121406
          31 838 infected 999 at a distance of 0.201572
          31 983 infected 685 at a distance of 0.029637
          31 999 infected 961 at a distance of 0.151864
          31 983 infected 999 at a distance of 0.200941
          32 33 infected 226 at a distance of 0.241209
          32 34 infected 855 at a distance of 0.089890
          32 147 infected 73 at a distance of 0.088982
          32 172 infected 188 at a distance of 0.107093
          32 101 infected 812 at a distance of 0.073696
          32 102 recovered
          32 202 infected 630 at a distance of 0.106230
          32 238 infected 848 at a distance of 0.170420
          32 329 infected 641 at a distance of 0.077731
          32 479 infected 206 at a distance of 0.087231
          32 406 infected 773 at a distance of 0.160337
          32 538 infected 156 at a distance of 0.087377
          32 545 infected 205 at a distance of 0.047914
          32 561 infected 716 at a distance of 0.128652
          32 595 infected 826 at a distance of 0.031146
          32 641 infected 501 at a distance of 0.358743
          32 667 infected 717 at a distance of 0.198048
          32 625 infected 914 at a distance of 0.140120
          32 717 infected 64 at a distance of 0.039952
          32 705 infected 194 at a distance of 0.027707
          32 777 infected 684 at a distance of 0.017125
          32 721 infected 807 at a distance of 0.039991
          32 838 infected 625 at a distance of 0.061030
          32 856 recovered
          32 914 infected 535 at a distance of 0.108445
          33 13 infected 109 at a distance of 0.015193
          33 34 infected 148 at a distance of 0.087530
          33 26 infected 324 at a distance of 0.021123
          33 143 infected 438 at a distance of 0.218569
          33 229 infected 703 at a distance of 0.045206
          33 296 infected 836 at a distance of 0.096056
          33 305 infected 151 at a distance of 0.085453
          33 497 infected 83 at a distance of 0.158160
          33 490 infected 383 at a distance of 0.154391
          33 490 infected 630 at a distance of 0.041398
          33 439 infected 751 at a distance of 0.045273
          33 408 infected 859 at a distance of 0.136035
          33 538 infected 121 at a distance of 0.106801
          33 571 infected 667 at a distance of 0.116993
          33 501 infected 690 at a distance of 0.065598
          33 690 infected 694 at a distance of 0.113563
          33 640 infected 836 at a distance of 0.132997
          33 646 infected 967 at a distance of 0.149466
          33 716 infected 224 at a distance of 0.396191
          33 826 infected 730 at a distance of 0.122756
          33 961 infected 666 at a distance of 0.274229
          34 83 infected 519 at a distance of 0.027479
          34 83 infected 530 at a distance of 0.222597
          34 136 infected 890 at a distance of 0.207082
          34 147 infected 955 at a distance of 0.071246
          34 229 infected 329 at a distance of 0.060539
          34 245 infected 527 at a distance of 0.066078
          34 238 infected 535 at a distance of 0.075742
          34 226 infected 603 at a distance of 0.176835
          34 383 infected 742 at a distance of 0.095883
          34 362 infected 781 at a distance of 0.128344
          34 373 infected 995 at a distance of 0.193152
          34 438 infected 769 at a distance of 0.060407
          34 474 infected 830 at a distance of 0.263587
          34 593 infected 102 at a distance of 0.112471
          34 595 infected 194 at a distance of 0.124204
          34 562 infected 312 at a distance of 0.067384
          34 516 infected 604 at a distance of 0.111767
          34 535 infected 623 at a distance of 0.023334
          34 535 infected 856 at a distance of 0.116471
          34 635 infected 9 at a distance of 0.078108
          34 630 infected 42 at a distance of 0.107951
          34 689 infected 78 at a distance of 0.145458
          34 640 infected 149 at a distance of 0.081158
          34 664 infected 312 at a distance of 0.045595
          34 685 infected 706 at a distance of 0.034157
          34 664 infected 784 at a distance of 0.117957
          34 654 infected 830 at a distance of 0.112049
          34 603 infected 844 at a distance of 0.207706
          34 623 infected 848 at a distance of 0.102158
          34 742 infected 146 at a distance of 0.029467
          34 730 infected 406 at a distance of 0.058594
          34 705 infected 524 at a distance of 0.052243
          34 781 infected 593 at a distance of 0.106001
          34 751 infected 732 at a distance of 0.094533
          34 721 recovered
          34 855 infected 347 at a distance of 0.178597
          34 844 infected 358 at a distance of 0.028753
          34 890 infected 960 at a distance of 0.441434
          34 999 infected 340 at a distance of 0.078623
          34 997 infected 554 at a distance of 0.086421
          35 41 infected 356 at a distance of 0.150811
          35 42 infected 403 at a distance of 0.107430
          35 37 infected 406 at a distance of 0.149750
          35 101 infected 187 at a distance of 0.106809
          35 109 infected 375 at a distance of 0.119166
          35 147 infected 584 at a distance of 0.241411
          35 125 infected 620 at a distance of 0.169585
          35 190 infected 878 at a distance of 0.083121
          35 224 infected 320 at a distance of 0.110576
          35 202 infected 653 at a distance of 0.076584
          35 249 infected 672 at a distance of 0.296996
          35 395 infected 41 at a distance of 0.185928
          35 368 infected 117 at a distance of 0.138445
          35 329 infected 653 at a distance of 0.166797
          35 395 infected 745 at a distance of 0.170676
          35 329 infected 789 at a distance of 0.084211
          35 439 infected 35 at a distance of 0.276012
          35 475 infected 77 at a distance of 0.081114
          35 479 infected 511 at a distance of 0.007179
          35 464 infected 524 at a distance of 0.007020
          35 511 infected 479 at a distance of 0.007179
          35 535 infected 562 at a distance of 0.171797
          35 519 infected 802 at a distance of 0.090241
          35 562 recovered
          35 603 infected 206 at a distance of 0.052610
          35 672 infected 392 at a distance of 0.106652
          35 640 infected 584 at a distance of 0.175251
          35 630 infected 695 at a distance of 0.236942
          35 654 infected 768 at a distance of 0.024366
          35 625 infected 838 at a distance of 0.063055
          35 686 recovered
          35 776 infected 424 at a distance of 0.116725
          35 773 infected 474 at a distance of 0.061952
          35 722 infected 664 at a distance of 0.102082
          35 855 infected 93 at a distance of 0.093095
          35 893 infected 117 at a distance of 0.027671
          35 826 infected 705 at a distance of 0.097697
          35 967 infected 295 at a distance of 0.152595
          36 94 infected 703 at a distance of 0.044679
          36 72 infected 816 at a distance of 0.061574
          36 74 infected 817 at a distance of 0.107074
          36 147 infected 162 at a distance of 0.099053
          36 100 infected 199 at a distance of 0.215470
          36 143 infected 278 at a distance of 0.209565
          36 187 infected 305 at a distance of 0.090115
          36 109 infected 350 at a distance of 0.100236
          36 156 infected 406 at a distance of 0.048028
          36 146 infected 466 at a distance of 0.251433
          36 148 infected 584 at a distance of 0.228798
          36 117 infected 856 at a distance of 0.215441
          36 295 infected 516 at a distance of 0.136069
          36 340 infected 645 at a distance of 0.042276
